GarageType,GarageYrBlt,GarageFinish,GarageQual,BsmtExposure,BsmtFinType2,BsmtFinType1,BsmtCond,BsmtQual,MasVnrArea,MasVnrType,Electrical,LotConfig,LandSlope,MSZoning,Foundation,ExterCond,ExterQual,Exterior2nd,Exterior1st,RoofMatl,RoofStyle,YearRemodAdd,YearBuilt,OverallCond,OverallQual,HouseStyle,BldgType,Condition2,BsmtFinSF1,LotArea,Street,LotShape,Condition1,Neighborhood,LandContour,Utilities,SaleCondition,HeatingQC,BsmtFinSF2,TotRmsAbvGrd,YrSold,MoSold,MiscVal,PoolArea,ScreenPorch,3SsnPorch,EnclosedPorch,OpenPorchSF,WoodDeckSF,PavedDrive,GarageArea,GarageCars,Fireplaces,Functional,KitchenQual,BsmtUnfSF,KitchenAbvGr,BedroomAbvGr,HalfBath,FullBath,BsmtHalfBath,BsmtFullBath,GrLivArea,LowQualFinSF,2ndFlrSF,1stFlrSF,CentralAir,SaleType,Heating,TotalBsmtSF,MSSubClass
Attchd,2005.0,Fin,TA,Av,Unf,GLQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,Wd Shng,WdShing,CompShg,Gable,2005,2005,5,7,2Story,1Fam,Norm,648,8199,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,7,2008,10,0,0,0,0,0,18,36,Y,410,2,1,Typ,Gd,80,1,3,1,2,0,1,1456,0,728,728,Y,WD,GasA,728,60
BuiltIn,2009.0,RFn,TA,Gd,Unf,Unf,TA,Ex,424.0,Stone,SBrkr,Inside,Gtl,RL,PConc,TA,Ex,VinylSd,VinylSd,CompShg,Hip,2009,2008,5,9,2Story,1Fam,Norm,0,13891,Pave,Reg,Norm,NridgHt,Lvl,AllPub,Partial,Ex,0,12,2009,1,0,0,192,0,0,170,52,Y,1020,3,1,Typ,Ex,1734,1,4,1,3,0,0,2822,0,1088,1734,Y,New,GasA,1734,60
Attchd,1954.0,Unf,TA,No,Unf,LwQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1954,1954,5,5,1Story,1Fam,Norm,812,9000,Pave,Reg,Norm,NAmes,Lvl,AllPub,Family,TA,0,5,2006,6,0,0,0,0,0,0,0,Y,286,1,0,Min1,TA,124,1,2,0,1,0,0,1128,0,0,1128,Y,WD,GasA,936,20
Attchd,2008.0,RFn,TA,No,Unf,Unf,TA,Gd,256.0,Stone,SBrkr,FR2,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2008,2008,5,7,1Story,1Fam,Norm,0,12274,Pave,IR1,Norm,Somerst,Lvl,AllPub,Partial,Ex,0,6,2008,7,0,0,0,0,0,60,0,Y,554,2,0,Typ,Ex,1417,1,3,0,2,0,0,1428,0,0,1428,Y,New,GasA,1417,20
Attchd,1967.0,Fin,TA,Av,Rec,ALQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,1967,1967,5,5,SLvl,1Fam,Norm,400,9750,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,Gd,480,6,2006,10,0,0,0,0,0,0,68,Y,384,1,0,Typ,TA,100,1,3,0,2,0,0,980,0,0,980,Y,WD,GasA,980,80
Attchd,1923.0,RFn,TA,Gd,Unf,GLQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,2004,1923,6,5,2Story,1Fam,Norm,1309,21384,Pave,Reg,Norm,BrkSide,Lvl,AllPub,Normal,Ex,0,6,2009,5,0,0,0,0,0,312,0,Y,528,2,1,Typ,Gd,15,1,3,1,1,0,2,1576,0,504,1072,Y,WD,GasA,1324,70
Attchd,1966.0,RFn,TA,Av,BLQ,ALQ,TA,TA,1047.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,VinylSd,VinylSd,CompShg,Gable,1966,1966,5,5,SLvl,1Fam,Norm,516,13400,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,128,6,2006,6,0,0,0,0,0,0,0,Y,484,2,1,Typ,TA,380,1,3,0,1,0,1,1086,0,0,1086,Y,WD,GasA,1024,80
Detchd,1910.0,Unf,Fa,No,Unf,Unf,TA,TA,0.0,None,FuseA,Corner,Gtl,RM,PConc,TA,TA,AsbShng,AsbShng,CompShg,Hip,1965,1898,5,5,2.5Unf,1Fam,Norm,0,8100,Pave,Reg,Norm,OldTown,Lvl,AllPub,Normal,TA,0,11,2009,11,0,0,0,0,0,156,40,N,360,2,0,Typ,TA,849,3,2,0,2,0,0,2138,0,1063,1075,N,WD,GasA,849,75
Attchd,1974.0,RFn,TA,No,LwQ,ALQ,TA,TA,99.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Hip,1999,1974,6,6,1Story,1Fam,Norm,663,10140,Pave,Reg,Norm,NWAmes,Lvl,AllPub,Normal,Fa,377,5,2006,1,0,648,0,0,0,0,265,Y,484,2,1,Typ,Gd,0,1,3,1,1,0,1,1309,0,0,1309,Y,WD,GasA,1040,20
Attchd,2004.0,Fin,TA,Gd,Unf,GLQ,TA,Gd,169.0,BrkFace,SBrkr,Inside,Gtl,RM,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2004,2004,5,6,1Story,TwnhsE,Norm,662,4438,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,4,2008,6,0,0,0,0,0,0,140,Y,420,2,1,Typ,Gd,186,1,1,0,1,0,1,848,0,0,848,Y,ConLD,GasA,848,120
Basment,1952.0,Unf,TA,Av,Unf,Unf,TA,TA,0.0,None,FuseA,Inside,Mod,C (all),CBlock,TA,Fa,Wd Sdng,Wd Sdng,CompShg,Hip,1952,1952,5,5,1Story,1Fam,Norm,0,8712,Grvl,Reg,Norm,IDOTRR,Bnk,AllPub,Alloca,TA,0,4,2010,6,54,0,0,0,0,0,0,N,504,2,0,Typ,Fa,540,1,2,0,1,0,0,1044,0,0,1044,N,WD,GasA,540,20
Attchd,1958.0,RFn,TA,No,Unf,Rec,TA,TA,243.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Gable,1958,1958,6,6,1Story,1Fam,Norm,608,9750,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,Gd,0,7,2007,4,500,0,0,0,275,0,0,Y,301,1,0,Typ,TA,834,1,4,1,1,0,0,1442,0,0,1442,Y,COD,GasA,1442,20
Detchd,1955.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,BrkTil,TA,TA,Stucco,Stucco,CompShg,Gable,1950,1918,7,5,1.5Fin,1Fam,Norm,0,8248,Pave,Reg,Norm,Edwards,Lvl,AllPub,Normal,Gd,0,7,2006,7,0,0,0,0,96,0,207,P,280,1,0,Typ,Fa,686,1,3,1,1,1,0,1250,0,564,686,Y,WD,GasW,686,50
Attchd,1998.0,RFn,TA,No,Unf,Unf,TA,Gd,442.0,BrkFace,SBrkr,CulDSac,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,1998,1998,5,7,1Story,1Fam,Norm,0,12137,Pave,IR2,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,6,2010,5,0,0,0,0,0,34,0,Y,598,2,0,Typ,Gd,1649,1,3,0,2,0,0,1661,0,0,1661,Y,WD,GasA,1649,20
Attchd,1954.0,RFn,TA,No,Unf,BLQ,TA,TA,0.0,None,SBrkr,Corner,Gtl,RL,CBlock,TA,TA,BrkFace,BrkFace,CompShg,Gable,1954,1954,6,5,1Story,1Fam,Norm,486,11425,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,Gd,0,4,2006,7,0,0,0,0,120,0,0,Y,275,1,1,Typ,TA,522,1,2,0,1,0,0,1008,0,0,1008,Y,WD,GasA,1008,20
Attchd,2002.0,RFn,TA,No,Unf,GLQ,TA,Gd,148.0,BrkFace,SBrkr,CulDSac,Gtl,RL,PConc,TA,Gd,CmentBd,CemntBd,CompShg,Hip,2002,2002,5,8,1Story,1Fam,Norm,1218,13265,Pave,IR1,Norm,Mitchel,Lvl,AllPub,Normal,Ex,0,7,2008,7,0,0,0,0,0,59,150,Y,857,3,2,Typ,Gd,350,1,3,0,2,0,1,1689,0,0,1689,Y,WD,GasA,1568,20
Attchd,1971.0,Unf,TA,Av,Unf,GLQ,TA,TA,80.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1971,1971,7,6,SLvl,1Fam,Norm,504,8816,Pave,Reg,Norm,ClearCr,Lvl,AllPub,Normal,Gd,0,6,2010,6,0,0,0,0,0,0,0,Y,440,2,0,Typ,TA,506,1,3,0,1,0,1,1052,0,0,1052,Y,WD,GasA,1010,80
Attchd,2010.0,RFn,TA,Mn,Unf,GLQ,TA,Gd,128.0,Stone,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2010,2009,5,7,1Story,TwnhsE,Norm,733,6371,Pave,IR1,Norm,NridgHt,Lvl,AllPub,Partial,Ex,0,6,2010,6,0,0,0,0,0,35,192,Y,484,2,1,Typ,Gd,625,1,2,0,2,0,1,1358,0,0,1358,Y,New,GasA,1358,120
Attchd,2003.0,RFn,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,CulDSac,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2003,2003,5,7,2Story,1Fam,Norm,0,7226,Pave,IR1,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,6,2008,6,0,0,0,0,0,45,0,Y,595,2,0,Typ,Gd,798,1,3,1,2,0,0,1640,0,842,798,Y,WD,GasA,798,60
Detchd,1974.0,Unf,TA,No,Unf,Unf,TA,Fa,0.0,None,SBrkr,Inside,Mod,RM,CBlock,TA,Fa,MetalSd,MetalSd,CompShg,Gable,1953,1953,4,4,1Story,2fmCon,Norm,0,6000,Pave,Reg,Norm,OldTown,Bnk,AllPub,Normal,TA,0,4,2009,2,0,0,0,0,112,32,0,Y,576,2,0,Min2,TA,936,1,2,0,1,0,0,936,0,0,936,N,WD,GasA,936,20
BuiltIn,2003.0,Fin,TA,Gd,Unf,Unf,TA,Gd,0.0,None,SBrkr,Corner,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2003,2003,5,7,2Story,1Fam,Norm,0,12394,Pave,IR1,Norm,Gilbert,Lvl,AllPub,Family,Ex,0,7,2007,10,0,0,0,0,0,48,100,Y,433,2,1,Typ,Gd,847,1,3,1,2,0,0,1733,0,886,847,Y,WD,GasA,847,60
Detchd,1940.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,BrkTil,TA,TA,VinylSd,VinylSd,CompShg,Gable,1950,1940,7,6,1.5Fin,1Fam,Norm,0,9900,Pave,Reg,Norm,SWISU,Lvl,AllPub,Normal,TA,0,7,2009,7,0,0,0,0,0,0,335,Y,240,1,1,Typ,TA,778,1,3,0,2,0,0,1489,0,545,944,Y,WD,GasA,778,50
Attchd,2006.0,RFn,TA,No,Unf,Unf,Gd,Gd,0.0,None,SBrkr,Inside,Gtl,FV,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2006,2006,5,8,1Story,1Fam,Norm,0,11216,Pave,Reg,Norm,Somerst,Lvl,AllPub,Partial,Ex,0,7,2006,6,0,0,0,0,0,140,0,Y,776,2,1,Typ,Gd,1489,1,3,0,2,0,0,1489,0,0,1489,Y,New,GasA,1489,20
Attchd,2007.0,Fin,TA,Av,Unf,GLQ,TA,Ex,816.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Ex,CmentBd,CemntBd,CompShg,Hip,2008,2007,5,10,1Story,1Fam,PosN,1636,14803,Pave,Reg,PosN,NridgHt,Lvl,AllPub,Partial,Ex,0,7,2008,6,0,0,0,0,0,45,188,Y,1220,3,1,Typ,Ex,442,1,2,0,2,0,1,2084,0,0,2084,Y,New,GasA,2078,20
,,,,No,Unf,ALQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RM,BrkTil,TA,TA,MetalSd,MetalSd,CompShg,Gable,1950,1924,6,5,1.5Unf,1Fam,Norm,784,6130,Pave,Reg,Norm,BrkSide,Lvl,AllPub,Normal,Gd,0,5,2008,5,0,0,0,0,116,0,0,Y,0,0,0,Typ,Gd,0,1,2,0,1,0,1,784,0,0,784,Y,WD,GasA,784,45
Attchd,2001.0,RFn,TA,No,Unf,GLQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2001,2001,5,7,1Story,1Fam,Norm,20,8529,Pave,IR1,Norm,SawyerW,Lvl,AllPub,Normal,Ex,0,6,2009,4,0,0,0,0,0,39,290,Y,527,2,1,Typ,Gd,1434,1,3,0,2,0,0,1434,0,0,1434,Y,WD,GasA,1454,20
Attchd,1967.0,Fin,TA,Gd,ALQ,LwQ,Gd,TA,0.0,None,SBrkr,CulDSac,Sev,RL,PConc,TA,TA,Plywood,Plywood,Tar&Grv,Flat,1967,1967,5,5,2Story,1Fam,Norm,249,28698,Pave,IR2,Norm,ClearCr,Low,AllPub,Abnorml,TA,764,7,2009,6,0,0,225,0,0,0,486,Y,538,2,0,Min2,TA,0,1,3,1,2,1,0,2126,0,966,1160,Y,WD,GasA,1013,60
Detchd,2005.0,RFn,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,FV,PConc,TA,Gd,MetalSd,MetalSd,CompShg,Gable,2005,2005,5,7,2Story,Twnhs,Norm,0,2544,Pave,Reg,Norm,Somerst,Lvl,AllPub,Normal,Ex,0,4,2006,7,0,0,0,0,0,166,0,Y,480,2,0,Typ,Gd,600,1,2,1,2,0,0,1223,80,623,520,Y,WD,GasA,600,160
Attchd,1957.0,RFn,TA,No,Unf,Rec,TA,TA,387.0,BrkFace,FuseA,Corner,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1957,1957,5,6,1Story,1Fam,Norm,1040,11900,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,TA,0,6,2008,6,0,0,192,0,0,0,0,Y,458,2,2,Typ,TA,352,1,3,1,1,0,1,1392,0,0,1392,Y,WD,GasA,1392,20
Detchd,2005.0,RFn,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,FV,PConc,TA,TA,MetalSd,MetalSd,CompShg,Gable,2005,2005,5,7,2Story,TwnhsE,Norm,0,3180,Pave,Reg,Norm,Somerst,Lvl,AllPub,Normal,Ex,0,4,2006,6,0,0,0,0,0,166,0,Y,480,2,0,Typ,Gd,600,1,2,1,2,0,0,1200,80,600,520,Y,WD,GasA,600,160
Attchd,2003.0,RFn,TA,No,Unf,GLQ,TA,Gd,223.0,BrkFace,SBrkr,CulDSac,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2003,2003,6,7,2Story,1Fam,Norm,483,9548,Pave,IR1,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,7,2010,1,0,0,0,0,0,39,192,Y,613,2,1,Typ,Gd,458,1,3,1,2,0,1,1829,0,888,941,Y,WD,GasA,941,60
Attchd,1964.0,RFn,TA,No,BLQ,Rec,TA,TA,180.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Plywood,HdBoard,CompShg,Gable,1964,1964,6,6,1Story,1Fam,Norm,196,10004,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,345,6,2009,2,0,0,152,0,0,0,0,Y,472,2,0,Typ,TA,975,1,3,1,1,0,0,1516,0,0,1516,Y,WD,GasA,1516,20
Attchd,1961.0,Unf,TA,No,Unf,Rec,TA,TA,136.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,VinylSd,VinylSd,CompShg,Gable,1961,1961,6,5,1Story,1Fam,Norm,572,7875,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,Gd,0,6,2008,9,0,0,0,0,0,0,0,Y,456,2,0,Typ,TA,572,1,3,0,1,0,1,1144,0,0,1144,Y,WD,GasA,1144,20
Attchd,1996.0,Unf,TA,No,Unf,BLQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,VinylSd,CompShg,Gable,1995,1950,7,4,1Story,1Fam,Norm,442,9600,Pave,Reg,Norm,Sawyer,Lvl,AllPub,Normal,TA,0,4,2010,2,0,0,0,0,0,0,290,Y,436,2,0,Min2,Gd,625,1,2,0,2,0,0,1067,0,0,1067,Y,WD,GasA,1067,20
Detchd,1948.0,Unf,TA,No,Unf,Rec,TA,TA,0.0,None,SBrkr,Inside,Gtl,RM,BrkTil,TA,TA,VinylSd,VinylSd,CompShg,Gable,1973,1948,6,5,1Story,1Fam,Norm,338,8100,Pave,Reg,Norm,OldTown,Lvl,AllPub,Normal,Gd,0,5,2007,6,0,0,0,0,230,116,0,Y,812,2,0,Min2,TA,1221,1,2,0,1,0,1,1559,0,0,1559,Y,COD,GasA,1559,30
Detchd,1973.0,Unf,TA,No,Unf,BLQ,TA,TA,158.0,BrkFace,SBrkr,Inside,Gtl,RM,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1973,1973,5,6,2Story,Twnhs,Norm,330,1680,Pave,Reg,Norm,BrDale,Lvl,AllPub,Normal,TA,0,5,2008,11,0,0,0,0,0,0,0,Y,264,1,0,Typ,TA,153,1,2,1,1,0,1,987,0,504,483,Y,WD,GasA,483,160
Attchd,1999.0,Unf,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,2006,1995,6,5,1Story,1Fam,Norm,0,9525,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,6,2008,6,0,0,0,0,0,0,278,Y,352,1,0,Typ,Gd,1099,1,3,1,1,0,0,1099,0,0,1099,Y,WD,GasA,1099,20
Detchd,1946.0,Unf,TA,No,Unf,BLQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Gable,1995,1946,6,5,1.5Fin,1Fam,Norm,352,11767,Pave,Reg,Norm,Edwards,Lvl,AllPub,Normal,Ex,0,6,2008,5,0,0,0,0,0,0,0,Y,240,1,0,Typ,TA,416,1,3,0,1,0,0,1200,0,432,768,Y,WD,GasA,768,50
Detchd,1934.0,Unf,TA,No,Unf,BLQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RH,BrkTil,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1950,1925,8,6,2Story,1Fam,Norm,156,12155,Pave,IR1,Norm,SWISU,Lvl,AllPub,Normal,TA,0,7,2008,3,0,0,0,0,254,0,0,P,400,1,0,Typ,Fa,516,1,4,0,2,0,0,1482,0,672,810,N,WD,GasA,672,70
Detchd,1983.0,Unf,Gd,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RM,PConc,TA,TA,MetalSd,MetalSd,CompShg,Gable,2002,1904,8,5,2Story,1Fam,Norm,0,10440,Pave,Reg,Norm,OldTown,Lvl,AllPub,Normal,Gd,0,8,2008,6,0,0,0,0,68,78,70,P,686,2,1,Typ,Gd,650,1,3,0,2,0,0,1539,0,581,958,Y,WD,GasA,650,70
Attchd,1966.0,RFn,Gd,Gd,ALQ,Rec,TA,TA,183.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1966,1966,7,6,SLvl,1Fam,Norm,312,9020,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,539,6,2008,5,0,0,0,0,0,129,0,Y,490,2,0,Typ,TA,276,1,3,1,1,0,1,1165,0,0,1165,Y,WD,GasA,1127,80
,,,,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Corner,Gtl,RL,CBlock,TA,TA,BrkFace,BrkFace,CompShg,Gable,1961,1961,4,5,1Story,Duplex,Norm,0,8000,Pave,Reg,Artery,NAmes,Lvl,AllPub,Normal,Ex,0,10,2007,7,0,0,0,0,0,0,0,Y,0,0,0,Typ,TA,1800,2,6,0,2,0,0,1800,0,0,1800,N,WD,GasA,1800,90
Detchd,1949.0,Unf,TA,Mn,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RM,BrkTil,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1950,1915,8,5,1.5Fin,1Fam,Norm,0,12665,Pave,IR1,Artery,OldTown,Lvl,AllPub,Normal,Gd,0,7,2008,6,0,0,0,0,194,0,418,Y,720,3,1,Typ,TA,876,1,4,1,1,0,0,1416,0,540,876,Y,WD,GasA,876,50
Basment,1975.0,Fin,TA,Gd,Unf,ALQ,TA,Gd,0.0,None,SBrkr,CulDSac,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1981,1975,5,5,SFoyer,1Fam,Norm,1390,16647,Pave,IR1,RRAe,Sawyer,Lvl,AllPub,Normal,TA,0,6,2007,1,0,0,0,0,0,0,0,Y,611,2,2,Min2,TA,0,1,3,0,2,0,1,1701,0,0,1701,Y,WD,GasA,1390,85
Attchd,1993.0,Unf,TA,No,Unf,ALQ,TA,Gd,137.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,HdBoard,HdBoard,CompShg,Gable,1993,1993,5,7,2Story,1Fam,Norm,513,9317,Pave,Reg,Norm,SawyerW,Lvl,AllPub,Normal,Ex,0,7,2009,7,0,0,0,0,192,72,234,Y,425,2,1,Typ,Gd,227,1,3,1,2,0,1,1775,0,769,1006,Y,WD,GasA,740,60
Attchd,1972.0,Unf,TA,Av,Unf,BLQ,TA,TA,0.0,None,SBrkr,CulDSac,Gtl,RL,CBlock,TA,TA,Plywood,HdBoard,CompShg,Gable,1972,1972,6,5,1Story,1Fam,Norm,460,15523,Pave,IR1,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,5,2009,8,0,0,0,0,0,0,0,Y,338,1,1,Typ,TA,404,1,3,0,1,0,1,864,0,0,864,Y,WD,GasA,864,20
Detchd,1908.0,Unf,Fa,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,BrkTil,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1997,1908,8,6,1.5Fin,1Fam,Norm,0,45600,Pave,IR2,Norm,ClearCr,Bnk,AllPub,Normal,TA,0,10,2008,9,0,0,175,0,0,40,486,Y,360,2,1,Typ,TA,907,1,5,0,3,0,0,2358,0,1051,1307,Y,WD,GasA,907,50
Attchd,1976.0,RFn,TA,No,Unf,Unf,TA,TA,360.0,BrkFace,SBrkr,FR2,Gtl,RL,CBlock,Gd,Gd,Plywood,Plywood,CompShg,Hip,1994,1976,7,6,SLvl,1Fam,Norm,0,9600,Pave,Reg,Feedr,Veenker,Lvl,AllPub,Normal,Ex,0,7,2007,8,0,0,0,0,0,100,113,Y,512,2,1,Typ,TA,528,1,3,1,2,0,0,1855,0,761,1094,Y,WD,GasA,528,80
Attchd,2003.0,Fin,TA,Av,Unf,GLQ,TA,Gd,170.0,BrkFace,SBrkr,Inside,Gtl,RM,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2003,2003,5,6,1Story,TwnhsE,Norm,659,4435,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,3,2007,11,0,0,0,0,0,0,140,Y,420,2,0,Typ,Gd,189,1,1,0,1,0,1,848,0,0,848,Y,WD,GasA,848,120
Attchd,2003.0,Fin,TA,Gd,Unf,Unf,TA,Gd,40.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2003,2003,5,8,1Story,TwnhsE,Norm,0,3196,Pave,Reg,Norm,Blmngtn,Lvl,AllPub,Normal,Ex,0,7,2006,5,0,0,0,0,0,20,143,Y,400,2,1,Typ,Gd,1273,1,2,0,2,0,0,1456,0,0,1456,Y,WD,GasA,1273,120
Detchd,1941.0,Unf,TA,No,Unf,Rec,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,Gd,TA,MetalSd,MetalSd,CompShg,Gable,1950,1941,5,7,2.5Unf,1Fam,Norm,364,7128,Pave,Reg,Norm,Crawfor,Lvl,AllPub,Normal,Gd,0,7,2007,8,0,0,126,0,0,0,0,Y,240,1,2,Typ,TA,554,1,4,0,2,0,0,1646,0,728,918,Y,WD,GasA,918,75
Attchd,1964.0,RFn,TA,Gd,Unf,Rec,TA,TA,115.0,BrkFace,SBrkr,Corner,Gtl,RL,CBlock,Gd,TA,HdBoard,MetalSd,CompShg,Gable,1964,1964,6,6,SLvl,1Fam,Norm,564,12095,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,TA,0,7,2009,8,0,0,0,0,0,0,180,Y,645,2,1,Typ,TA,563,1,3,1,1,0,0,1445,0,0,1445,Y,WD,GasA,1127,80
Attchd,1955.0,Unf,TA,Mn,Rec,ALQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Plywood,Wd Sdng,CompShg,Hip,1974,1955,4,5,1Story,1Fam,Norm,306,17920,Pave,Reg,Norm,Sawyer,Lvl,AllPub,Abnorml,TA,1085,6,2006,7,0,0,312,0,0,418,0,Y,454,2,1,Typ,TA,372,1,3,1,1,0,1,1779,0,0,1779,Y,WD,GasA,1763,20
Detchd,1962.0,Unf,TA,No,Unf,ALQ,TA,TA,0.0,None,SBrkr,Corner,Gtl,RL,CBlock,Gd,TA,HdBoard,HdBoard,CompShg,Gable,2010,1962,8,5,1Story,1Fam,Norm,659,6897,Pave,IR1,Norm,Sawyer,Lvl,AllPub,Normal,Ex,0,6,2010,4,0,0,0,0,0,104,0,Y,260,1,0,Typ,TA,381,1,3,1,1,0,1,1040,0,0,1040,Y,WD,GasA,1040,20
Detchd,1981.0,Unf,TA,Gd,LwQ,GLQ,Gd,Gd,0.0,None,SBrkr,Inside,Mod,RL,CBlock,TA,TA,HdBoard,Plywood,CompShg,Gable,1978,1978,6,6,SLvl,1Fam,Norm,505,10970,Pave,IR1,Norm,CollgCr,Low,AllPub,Normal,TA,435,5,2008,10,0,0,0,0,34,0,0,Y,576,2,0,Typ,TA,0,1,3,0,1,0,1,1026,0,0,1026,Y,WD,GasA,940,80
Attchd,1994.0,Fin,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,TA,HdBoard,HdBoard,CompShg,Gable,1995,1994,5,6,2Story,1Fam,Norm,0,8125,Pave,Reg,Norm,Gilbert,Lvl,AllPub,Normal,Gd,0,6,2009,3,0,0,0,0,0,36,0,Y,343,2,1,Typ,TA,702,1,3,1,2,0,0,1481,0,779,702,Y,WD,GasA,702,60
Attchd,1976.0,RFn,TA,No,Unf,Unf,TA,Gd,189.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1976,1976,5,7,1Story,1Fam,Norm,0,10400,Pave,Reg,Norm,NWAmes,Lvl,AllPub,Family,TA,0,6,2009,6,0,0,0,0,0,0,0,Y,479,2,1,Typ,TA,1090,1,3,0,2,0,0,1370,0,0,1370,Y,WD,GasA,1090,20
